,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
679,Acer,Gaming,15.6,16,Windows 10,2.5,69210.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050 Ti
680,MSI,Gaming,15.6,8,Windows 10,2.2,53168.112,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050
681,Asus,Notebook,15.6,4,Windows 10,1.86,22324.32,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,128,SSD,Intel,HD Graphics 500
682,Dell,Gaming,15.6,16,Windows 10,3.21,109277.28,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1060
683,HP,Notebook,17.3,4,Windows 10,2.5,37242.72,1920.0,1080.0,Intel,Core i3 6006U,2,256,SSD,AMD,Radeon R5 520
684,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79866.72,1920.0,1080.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,UHD Graphics 620
685,Dell,Gaming,15.6,16,Windows 10,3.49,149916.6,1920.0,1080.0,Intel,Core i7 7820HK,2.9,1256,Hybrid,Nvidia,GeForce GTX 1070
686,HP,Notebook,15.6,4,Windows 10,1.86,32639.8608,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,AMD,Radeon 520
687,Dell,Notebook,15.6,4,Windows 10,2.2,29073.297599999994,1366.0,768.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M430
688,HP,Notebook,17.3,6,Windows 10,2.65,30316.32,1920.0,1080.0,AMD,A10-Series 9600P,2.4,2000,HDD,AMD,Radeon R7 M440
689,Lenovo,Notebook,15.6,4,Windows 10,2.1,16943.04,1366.0,768.0,Intel,Celeron Dual Core 3855U,1.6,500,HDD,Intel,HD Graphics 510
690,Acer,Notebook,14.0,4,Chrome OS,1.45,19980.0,1366.0,768.0,Intel,Celeron Dual Core 3855U,1.6,32,Flash Storage,Intel,HD Graphics 510
691,Lenovo,Notebook,14.0,4,Windows 10,1.7,37242.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
692,HP,Workstation,17.3,8,Windows 10,3.14,101657.7072,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,500,HDD,Nvidia,Quadro M1200
693,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995.19999999998,2560.0,1440.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
694,Toshiba,Notebook,13.3,8,Windows 10,1.5,51841.44,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
695,Acer,Netbook,11.6,4,Windows 10,1.4,14332.32,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,32,Flash Storage,Intel,HD Graphics
696,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93186.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
697,Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644.32,1920.0,1080.0,Intel,Core M M3-6Y30,0.9,64,Flash Storage,Intel,HD Graphics 515
698,Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006.56,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
699,HP,Notebook,15.6,4,Windows 10,2.1,36709.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,500,HDD,AMD,Radeon 530
700,Dell,Gaming,15.6,8,Windows 10,2.56,43636.32,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
701,Lenovo,Notebook,15.6,4,Windows 10,2.2,21258.72,1920.0,1080.0,AMD,A9-Series 9420,2.9,256,SSD,AMD,Radeon 530
702,Lenovo,Notebook,15.6,8,Windows 10,2.2,22857.12,1366.0,768.0,AMD,A12-Series 9720P,3.6,1000,HDD,AMD,Radeon R7
703,Lenovo,Notebook,15.6,4,Windows 10,2.1,33110.856,1920.0,1080.0,Intel,Core i5 7200U,2.5,2000,HDD,Intel,HD Graphics 620
704,Lenovo,Notebook,15.6,4,No OS,1.9,23976.0,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
705,Dell,Notebook,15.6,8,Windows 10,2.18,42357.6,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
706,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,53226.72,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
707,Lenovo,Workstation,15.6,16,Windows 7,2.18,98834.4,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Nvidia,Quadro M520M
708,Lenovo,Notebook,14.0,8,Windows 10,1.8,63456.48,1920.0,1080.0,Intel,Core i5 6300HQ,2.3,256,SSD,Intel,HD Graphics 520
709,HP,Notebook,17.3,6,Windows 10,2.71,34898.932799999995,1920.0,1080.0,AMD,A10-Series 9620P,2.5,2000,HDD,AMD,Radeon 530
710,Lenovo,Gaming,15.6,8,Windows 10,2.5,66546.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
711,Dell,Notebook,14.0,8,Linux,1.64,58021.92,1920.0,1080.0,Intel,Core i5 7440HQ,2.8,256,SSD,Nvidia,GeForce 930MX
712,Dell,Notebook,15.6,8,Linux,1.98,38681.28,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
713,Asus,Notebook,14.0,4,Windows 10,1.5,15877.44,1920.0,1080.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
714,Dell,Notebook,15.6,16,Windows 10,1.93,76012.44480000001,1920.0,1080.0,Intel,Core i5 7300U,2.6,512,SSD,Intel,HD Graphics 620
715,Lenovo,Notebook,14.0,8,Windows 10,1.87,45664.6896,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 920MX
716,Dell,Notebook,15.6,8,Windows 10,1.9,62817.12,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
717,Lenovo,Notebook,15.6,4,Windows 10,2.19,15877.44,1366.0,768.0,AMD,A6-Series 7310,2,500,HDD,AMD,Radeon R4
718,Mediacom,Notebook,14.0,4,Windows 10,1.4,14119.2,1920.0,1200.0,Intel,Atom Z8350,1.92,32,HDD,Intel,HD Graphics 400
719,HP,Notebook,17.3,8,Windows 10,2.63,63936.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 930MX
720,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,89864.1792,2560.0,1440.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
721,HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574.048,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
722,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79866.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
723,Dell,Gaming,17.3,32,Windows 10,4.36,194972.832,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,2000,Hybrid,Nvidia,GeForce GTX 1070
724,MSI,Gaming,17.3,8,Windows 10,2.7,71847.0144,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
725,Lenovo,Notebook,15.6,4,No OS,1.9,26101.872,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
726,Dell,Notebook,15.6,8,Windows 10,2.2,38308.32,1920.0,1080.0,Intel,Core i5 8250U,1.6,1128,Hybrid,AMD,Radeon 530
727,Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34578.72,1920.0,1080.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
728,Dell,Notebook,15.6,8,Linux,2.32,31409.6256,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,AMD,Radeon R7 M445
729,HP,Notebook,15.6,4,Windows 10,2.1,26053.92,1920.0,1080.0,AMD,A9-Series 9420,3,1000,HDD,AMD,Radeon 520
730,Acer,Gaming,17.3,16,Windows 10,4.2,103096.8,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 1060
731,Dell,Notebook,15.6,12,Windows 10,2.25,34578.72,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
732,HP,Notebook,15.6,6,Windows 10,2.1,34632.0,1920.0,1080.0,AMD,A9-Series A9-9420,3,1128,Hybrid,AMD,Radeon 520
733,Acer,Notebook,15.6,4,Windows 10,2.4,29783.52,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
734,Lenovo,Notebook,13.3,8,Windows 10,1.44,51148.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
735,Lenovo,Notebook,15.6,4,Windows 10,1.85,41505.12,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Intel,HD Graphics 620
736,HP,Workstation,15.6,16,Windows 10,2.6,128884.32,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M2200
737,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,35111.52,1920.0,1080.0,Intel,Core i5 8250U,1.6,1000,HDD,Intel,UHD Graphics 620
738,MSI,Gaming,15.6,16,Windows 10,1.8,111593.8944,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
739,Acer,Notebook,15.6,4,Windows 10,2.4,21887.424,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
740,Dell,Notebook,15.6,8,Windows 10,2.0,64308.96,1920.0,1080.0,Intel,Core i7 7500U,2.7,1128,Hybrid,Nvidia,GeForce 940MX
741,Dell,Notebook,15.6,8,Windows 10,2.0,35431.2,1366.0,768.0,Intel,Core i3 6006U,2,256,SSD,Intel,HD Graphics 520
742,Toshiba,Notebook,14.0,8,Windows 10,1.25,81784.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
743,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,53226.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
744,Lenovo,Workstation,15.6,16,Windows 10,2.5,175770.72,3840.0,2160.0,Intel,Core i7 7600U,2.8,1000,SSD,Nvidia,Quadro M520M
745,Acer,Notebook,14.0,2,Chrome OS,1.68,17582.399999999998,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
746,Samsung,Ultrabook,13.3,16,Windows 10,0.81,87858.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
747,HP,Notebook,15.6,8,Windows 10,1.86,28717.92,1920.0,1080.0,Intel,Core i3 6006U,2,256,SSD,Intel,HD Graphics 520
748,Dell,Notebook,14.0,8,Windows 10,1.6,60031.1088,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
749,HP,Workstation,17.3,16,Windows 7,3.0,233845.92,1920.0,1080.0,Intel,Xeon E3-1535M v5,2.9,256,SSD,Nvidia,Quadro M2000M
750,Lenovo,Netbook,11.6,4,Windows 10,1.4,25308.0,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,128,SSD,Intel,HD Graphics 400
751,HP,Notebook,15.6,8,Windows 10,1.84,101232.0,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
752,Asus,Notebook,15.6,4,No OS,2.45,30849.12,1366.0,768.0,Intel,Core i5 6300HQ,2.3,1000,HDD,Nvidia,GeForce GTX 950M
753,Lenovo,Ultrabook,14.0,4,Windows 10,1.7,58394.88,1920.0,1080.0,Intel,Core i5 6200U,2.3,180,SSD,Intel,HD Graphics 520
754,Asus,Notebook,15.6,4,Windows 10,2.37,45282.672,1366.0,768.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
755,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882.72,3200.0,1800.0,Intel,Core i5 6260U,1.8,256,SSD,Intel,HD Graphics 540
756,HP,Notebook,15.6,8,Windows 10,2.2,58554.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
757,HP,Workstation,15.6,8,Windows 7,2.59,83170.08,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,256,SSD,Nvidia,Quadro M1000M
758,Dell,Gaming,15.6,16,Windows 10,4.42,152859.7872,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
759,Acer,Notebook,15.6,4,Windows 10,2.1,31914.72,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
760,Lenovo,Gaming,15.6,8,Windows 10,2.5,55837.44,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
761,Dell,Ultrabook,12.5,16,Windows 10,1.18,99047.52,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,HD Graphics 620
762,Google,Ultrabook,12.3,8,Chrome OS,1.1,83063.52,2400.0,1600.0,Intel,Core i5 7Y57,1.2,256,SSD,Intel,HD Graphics 615
763,Asus,Ultrabook,13.3,8,Windows 10,1.2,60153.12,3200.0,1800.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
764,Dell,Notebook,13.3,4,Windows 10,1.65,45234.72,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
765,Acer,Notebook,13.3,4,Windows 10,1.6,34898.4,1366.0,768.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
766,Asus,Notebook,17.3,4,Windows 10,2.8,25059.715199999995,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,1000,HDD,Nvidia,GeForce 920MX
767,Dell,Gaming,15.6,16,Windows 10,2.72,58554.72,3840.0,2160.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
768,Samsung,Ultrabook,13.3,8,Windows 10,1.31,85194.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
769,Acer,Notebook,15.6,4,Linux,2.1,15877.44,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,1000,HDD,Intel,HD Graphics 505
770,Dell,Notebook,15.6,16,Windows 10,2.3,62938.0656,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon R7 M445
771,Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,95850.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon 540
772,Toshiba,Notebook,14.0,4,Windows 10,1.75,54345.6,1366.0,768.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
773,Dell,Gaming,15.6,8,Windows 10,2.62,58554.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050
774,HP,Ultrabook,12.5,4,Windows 10,1.26,66280.31999999999,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
775,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,2000,HDD,Nvidia,GeForce 940MX
776,Lenovo,Notebook,15.6,16,Windows 7,2.5,126273.6,3840.0,2160.0,Intel,Core i7 6820HQ,2.7,512,SSD,Nvidia,Quadro M2000M
777,Acer,Notebook,14.0,4,Windows 10,1.8,33886.08,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
778,Razer,Gaming,14.0,16,Windows 10,1.95,154458.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1060
779,Asus,Notebook,15.6,8,Windows 10,2.0,31003.632,1920.0,1080.0,Intel,Pentium Dual Core N4200,1.1,128,SSD,Intel,HD Graphics 505
780,Dell,Gaming,17.3,32,Windows 10,4.42,191211.264,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,2000,Hybrid,Nvidia,GeForce GTX 1070M
781,Asus,Gaming,17.3,16,Windows 10,4.3,125208.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1070
782,Toshiba,Ultrabook,14.0,16,Windows 10,1.47,93985.92,1920.0,1080.0,Intel,Core i7 6600U,2.6,512,SSD,Nvidia,GeForce 930M
783,Lenovo,Notebook,15.6,8,No OS,2.2,17529.12,1366.0,768.0,Intel,Celeron Quad Core N3710,1.6,1000,HDD,Intel,HD Graphics 405
784,Lenovo,Ultrabook,14.0,16,Windows 10,1.7,122490.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
785,MSI,Gaming,14.0,16,Windows 10,1.6,100752.48,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
786,MSI,Gaming,15.6,8,Windows 10,2.2,58021.92,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
787,Lenovo,Gaming,15.6,4,Windows 10,2.4,53226.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050
788,Acer,Gaming,17.3,16,Windows 10,4.2,122490.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
789,Dell,Gaming,15.6,8,Windows 10,2.62,52480.8,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050
790,Asus,Gaming,15.6,8,Windows 10,2.24,71341.92,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX1060
791,Vero,Notebook,14.0,4,Windows 10,1.22,10810.512,1920.0,1080.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
792,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961.6,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
793,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,AMD,Radeon R7 M460
794,Apple,Ultrabook,12.0,8,Mac OS X,0.92,62071.2,2304.0,1440.0,Intel,Core M,1.2,512,Flash Storage,Intel,HD Graphics 5300
795,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,124142.4,2560.0,1440.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
796,Asus,Notebook,14.0,4,Windows 10,1.63,15930.72,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
797,Dell,Notebook,15.6,8,Windows 10,1.95,43156.8,1366.0,768.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
798,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
799,Dell,Notebook,15.6,8,Windows 10,2.0,39373.92,1920.0,1080.0,Intel,Core i3 6006U,2,256,SSD,AMD,Radeon R5 M420X
800,HP,Workstation,15.6,8,Windows 10,3.14,110017.872,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M2200
801,Asus,Notebook,15.6,8,Windows 10,2.37,58554.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
802,Dell,Ultrabook,13.3,8,Windows 10,1.29,79866.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
803,Dell,Notebook,15.6,8,Windows 10,2.06,93186.72,3840.0,2160.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050
804,Dell,Netbook,11.6,4,Windows 10,1.63,39640.32,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,128,SSD,Intel,HD Graphics 505
805,HP,Netbook,12.5,8,Windows 10,1.26,74005.92,1366.0,768.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
806,Toshiba,Notebook,15.6,4,Windows 10,2.1,41558.4,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
807,HP,Notebook,15.6,8,Windows 10,2.04,33513.119999999995,1366.0,768.0,AMD,A12-Series 9700P,2.5,2000,HDD,AMD,Radeon R7 Graphics
808,Dell,Gaming,15.6,16,Windows 10,2.62,89457.12,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1050 Ti
809,Lenovo,Notebook,15.6,4,Windows 10,2.4,32447.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Nvidia,GeForce 920M
810,HP,Gaming,17.3,12,Windows 10,3.74,93186.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,AMD,Radeon RX 580
811,MSI,Gaming,17.3,16,Windows 10,2.9,128671.2,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1512,Hybrid,Nvidia,GeForce GTX 1070
812,Samsung,Ultrabook,13.3,8,Windows 10,0.81,79866.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
813,Dell,Notebook,15.6,8,Windows 10,1.98,51202.08,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce GT 940MX
814,Dell,Notebook,15.6,8,Windows 10,2.18,42081.0768,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,AMD,Radeon R5 M420
815,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,99047.52,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
816,Razer,Ultrabook,12.5,16,Windows 10,1.29,95850.72,3840.0,2160.0,Intel,Core i7 7500U,2.5,512,SSD,Intel,HD Graphics 620
817,HP,Netbook,11.6,4,Chrome OS,1.23,20512.8,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,16,Flash Storage,Intel,HD Graphics 400
818,Dell,Gaming,17.3,16,Windows 10,4.36,133467.4656,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
819,Dell,Notebook,14.0,4,Windows 10,1.76,40226.4,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
820,Lenovo,Notebook,15.6,4,Windows 10,2.1,26101.872,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
821,Toshiba,Ultrabook,14.0,4,Windows 10,1.25,58075.2,1366.0,768.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
822,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,133146.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
823,MSI,Gaming,15.6,8,Windows 10,2.4,63882.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Nvidia,GeForce GTX 1050
824,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,99900.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,Flash Storage,Intel,HD Graphics 620
825,Toshiba,Notebook,14.0,4,Windows 10,1.75,26586.72,1366.0,768.0,Intel,Pentium Dual Core 4405U,2.1,128,SSD,Intel,HD Graphics 510
826,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354.23999999999,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
827,Dell,Notebook,14.0,4,Windows 10,1.76,31168.8,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
828,Acer,Netbook,11.6,4,Chrome OS,1.35,18914.4,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
829,Acer,Notebook,14.0,8,Windows 10,1.5,32980.32,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
830,Razer,Gaming,17.3,32,Windows 10,3.49,292986.72,3840.0,2160.0,Intel,Core i7 7820HK,2.9,512,SSD,Nvidia,GeForce GTX 1080
831,Lenovo,Ultrabook,14.0,16,Windows 10,1.1,111834.72,2560.0,1440.0,Intel,Core i7 6600U,2.6,512,SSD,Intel,HD Graphics 520
832,Asus,Notebook,15.6,4,Linux,2.1,27652.32,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Nvidia,GeForce 920
833,Lenovo,Notebook,14.0,8,Windows 10,1.7,63190.08,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
834,Lenovo,Notebook,14.0,8,Windows 10,1.32,87912.0,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
835,Dell,Gaming,15.6,16,Windows 10,3.21,147832.28639999998,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
836,Asus,Gaming,17.3,16,Windows 10,2.9,128884.32,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
837,Toshiba,Notebook,15.6,4,Windows 10,2.0,35644.32,1366.0,768.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
838,Lenovo,Notebook,14.0,4,Chrome OS,1.5,17316.0,1366.0,768.0,Intel,Celeron Quad Core N3160,1.6,16,Flash Storage,Intel,HD Graphics 400
839,Asus,Notebook,15.6,8,Windows 10,2.3,31435.2,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,HDD,Intel,HD Graphics 620
840,Asus,Gaming,17.3,16,Windows 10,2.73,95850.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1512,Hybrid,Nvidia,GeForce GTX 1060
841,Dell,Gaming,17.3,32,Windows 10,4.42,163723.57919999998,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1512,Hybrid,Nvidia,GeForce GTX 1070
842,HP,Notebook,17.3,8,Windows 10,2.63,48484.8,1600.0,900.0,Intel,Core i5 7200U,2.5,1000,HDD,Nvidia,GeForce 930MX
843,Dell,Notebook,15.6,8,Windows 10,2.18,38041.3872,1366.0,768.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
844,HP,Ultrabook,14.0,8,Windows 7,1.54,99633.6,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
845,Dell,Notebook,15.6,4,Windows 10,2.18,39373.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon R5 M420
846,HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,32767.2,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
847,Asus,Ultrabook,13.3,8,Windows 10,1.45,54665.28,1920.0,1080.0,Intel,Core i5 6200U,2.3,512,SSD,Nvidia,GeForce 940M
